course,program,duration,nos,emgs,misc,ttf,intake,description,remarks,discount,doc_title,doc_link,id
B Eng (Hons) Mechanical Engineering,Bachelor,4 years,12,2720,5250,79300,Jan/May/Aug,,Nilai Campus,25%,,,741
B Eng (Hons) Civil Engineering,Bachelor,4 years,12,2720,5250,88774,Jan/May/Aug,,Nilai Campus,25%,,,742
B Sc (Hons) Quantity Surveying,Bachelor,4 years,12,2720,5250,70243,Jan/May/Aug,,Nilai Campus,25%,,,743
Diploma in Information & Communication Technology,Diploma,2 years,6,2720,5250,35235,Jan/May/Aug,,Nilai Campus,25%,,,744
Bachelor of Computer Science (Hons),Bachelor,3 years,9,2720,5250,70300,Jan/May/Aug,Specialisation: Network & Mobile Computing / Network Security / Software Engineering / Cloud Computing,Nilai Campus,25%,,,745
Bachelor of Information Technology (Hons),Bachelor,3 years,9,2720,5250,69700,Jan/May/Aug,Specialisation: Business Intelligence,Nilai Campus,25%,,,746
American Degree Transfer Program,Bachelor,2 years,6,2720,5250,53660,Jan/May/Aug,,Nilai Campus,25%,,,747
Bachelor of Biotechnology (Hons),Bachelor,3 years,9,2720,5250,71940,Jan/May/Aug,,Nilai Campus,25%,,,748
Australian Degree Transfer Program - Science,Bachelor,3 years,9,2720,5250,49468,Jan/May/Aug,,Nilai Campus,25%,,,749
Bachelor of Traditional Chinese Medicines (Hons),Bachelor,5 years,10,2720,5250,142270,Jan/Jul,,Nilai Campus,25%,,,750
Bachelor of Physiotherapy (Hons),Bachelor,4 years,8,2720,5250,95502,Jan/Jul,,Nilai Campus,25%,,,751
Master in Business Administration - FT,Masters,1 years,3,2720,5250,36300,Jan/May/Sep,,Nilai Campus,25%,,,752
Master in Business Administration (Single Award) - FT,Masters,1 years,3,2720,5250,24180,Jan/May/Sep,,Nilai Campus,25%,,,753
Laureate English Improvement Programme (per level),Language,8 weeks/level,1,2720,5250,3300,Jan/Mar/Jun/Aug/Oct,,Nilai Campus,25%,,,754
Certificate in Business,Certificate,1.3 years,4,2720,5250,7545,Jan/Apr/Aug,,KL Campus,25%,,,755
Foundation in Business Information Technology,Foundation,1 years,3,2720,5250,15054,Jan/Apr/Aug,,KL Campus,25%,,,756
Diploma in Business,Diploma,2 years,6,2720,5250,34660,Jan/Apr/Aug,,KL Campus,25%,,,757
Diploma in Marketing,Diploma,2 years,6,2720,5250,34683,Jan/Apr/Aug,,KL Campus,25%,,,758
Diploma in Finance,Diploma,2 years,6,2720,5250,34683,Jan/Apr/Aug,,KL Campus,25%,,,759
Diploma in Accounting,Diploma,2 years,6,2720,5250,34751,Jan/Apr/Aug,,KL Campus,25%,,,760
"3+0 BA (Hons), University of Hertfordshire, UK",Bachelor,3 years,9,2720,5250,64060,Jan/Apr/Aug,Major: Business Administration / Finance,KL Campus,25%,,,761
"3+0 BA (Hons), University of Hertfordshire, UK",Bachelor,3 years,9,2720,5250,64072,Jan/Apr/Aug,Major: Accounting & Finance,KL Campus,25%,,,762
"4+0 BSc in Business Studies, SNHU, US",Bachelor,4 years,12,2720,5250,84540,Jan/May/Aug,,KL Campus,25%,,,763
"4+0 BA in Communication, SNHU, US",Bachelor,4 years,12,2720,5250,84540,Jan/May/Aug,,KL Campus,25%,,,764
Master of Business Administration,Masters,1.5 years,4,2720,5250,39060,Feb/May/Aug,"Sydney Business School, University of Wollongong, Australia - Full Time",KL Campus,25%,,,765
Foundation in Business Information Technology,Foundation,1 years,3,2720,5250,18525,Jan/Apr/Aug,,Subang Campus,25%,,,766
Foundation in Design,Foundation,1 years,3,2720,5250,16315,Jan/Apr/Aug,,Subang Campus,25%,,,767
Foundation in Arts,Foundation,1 years,3,2720,5250,19110,Jan/Apr/Aug,,Subang Campus,25%,,,768
Cambridge A-Level - 3 subjects,Pre-University,1.5 years,5,2720,5250,27000,Jan/Mar/Jul,,Subang Campus,25%,,,769
Cambridge A-Level - 4 subjects,Pre-University,1.5 years,5,2720,5250,36000,Jan/Mar/Jul,,Subang Campus,25%,,,770
Certificate in Art & Design,Certificate,1.3 years,4,2720,5250,16050,Jan/Apr/Aug,,Subang Campus,25%,,,771
Diploma in Interior Design,Diploma,2.3 years,7,2720,5250,43950,Jan/Apr/Aug,,Subang Campus,25%,,,772
Diploma in Graphic Design,Diploma,2.3 years,7,2720,5250,46995,Jan/Apr/Aug,,Subang Campus,25%,,,773
Diploma in Interactive Multimedia & Animation Design,Diploma,2.3 years,7,2720,5250,46995,Jan/Apr/Aug,,Subang Campus,25%,,,774
Diploma in Fashion Design,Diploma,2.3 years,7,2720,5250,49000,Jan/Apr/Aug,,Subang Campus,25%,,,775
"3+0 BA (Hons) Graphic Design, Sheffield Hallam University, UK",Bachelor,3 years,9,2720,5250,77300,Apr/Aug,,Subang Campus,25%,,,776
"3.5+0 BA (Hons) Interior Design, Sheffield Hallam University, UK",Bachelor,3.5 years,10,2720,5250,79095,Apr/Aug,,Subang Campus,25%,,,777
Certificate in Business Studies,Certificate,1.3 years,4,2720,5250,12745,Jan/Apr/Aug,,Subang Campus,25%,,,778
Diploma in Business,Diploma,2 years,6,2720,5250,34683,Jan/Apr/Aug,,Subang Campus,25%,,,779
"3+0 BA (Hons), University of Hertfordshire, UK",Bachelor,3 years,6,2720,5250,80980,Jan/Apr/Aug,Major: Accounting & Finance,Subang Campus,25%,,,780
"3+0 BA (Hons), University of Hertfordshire, UK",Bachelor,3 years,6,2720,5250,80989,Jan/Apr/Aug,Major: Business Administration / Finance / Marketing,Subang Campus,25%,,,781
"3+0 BA (Hons), University of Hertfordshire, UK",Bachelor,3 years,6,2720,5250,80989,Jan/Apr/Aug,Major: Event Management & Marketing,Subang Campus,25%,,,782
"3+0 Bachelor of Commerce, University of Wollongong, Australia",Bachelor,3 years,6,2720,5250,80980,Feb/Jul,Major: Accounting / Marketing / Finance / Management / Economics / International Business,Subang Campus,25%,,,783
"4+0 BSc in Business Studies, SNHU, US",Bachelor,4 years,12,2720,5250,84540,Jan/May/Aug,,Subang Campus,25%,,,784
Diploma in Mass Communication,Diploma,2 years,6,2720,5250,33140,Jan/Apr/Aug,,Subang Campus,25%,,,785
"3+0 BA (Hons) in Mass Communication, University of Hertfordshire, UK",Bachelor,3 years,12,2720,5250,79991,Jan/Apr/Aug,,Subang Campus,25%,,,786
"4+0 BA in Communication, SNHU, US",Bachelor,4 years,12,2720,5250,84540,Jan/May/Aug,,Subang Campus,25%,,,787
"4+0 BA in Psychology, SNHU, US",Bachelor,4 years,12,2720,5250,84540,Jan/May/Aug,,Subang Campus,25%,,,788
Diploma in Mechanical Engineering,Diploma,2.5 years,7,2720,5250,32040,Jan/Apr/Aug,,Subang Campus,25%,,,789
Diploma in Quantity Surveying,Diploma,2.5 years,7,2720,5250,40532,Jan/Apr/Aug,,Subang Campus,25%,,,790
Diploma in Information & Communication Technology,Diploma,2 years,6,2720,5250,33912,Jan/Apr/Aug,,Subang Campus,25%,,,791
"3+0 Bachelor of Computer Science, University of Wollongong, Australia",Bachelor,3 years,9,2720,5250,80980,Feb/Jul,Major: Digital System Security / Mobile Computing / Multimedia & Game Development / Software Engineering,Subang Campus,25%,,,792
"3+0 Bachelor of Information Technology, University of Wollongong, Australia",Bachelor,3 years,9,2720,5250,80980,Feb/Jul,Major: E-Business / Network Design and Management,Subang Campus,25%,,,793
American Degree Transfer Program,Bachelor,2 years,6,2720,5250,38900,Jan/May/Aug,,Subang Campus,25%,,,794
Certificate in Hotel Operations,Certificate,1.3 years,4,2720,5250,9260,Jan/Apr/Aug,,Subang Campus,25%,,,795
Diploma in Culinary Arts,Diploma,2 years,6,2720,5250,42050,Jan/Apr/Aug,,Subang Campus,25%,,,796
Diploma in Hotel Management,Diploma,2 years,6,2720,5250,42490,Jan/Apr/Aug,,Subang Campus,25%,,,797
3+0 Bachelor of Business (International Hotel & Resort Management),Bachelor,3 years,9,2720,5250,86790,Jan/May/Sep,"Blue Mountains International Hotel Management School, Australia",Subang Campus,25%,,,798
"Master of Business Administration, Coventry University, UK - FT",Masters,1 years,3,2720,5250,35640,Jan/May/Sep,,Subang Campus,25%,,,799
